"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change"
"10732","LRRC61",294.675666001382,0.363642462161933,0.395205468095192,0.92013519932964,0.357502112157165,0.620924354724058,"Not"
"10733","PTGS2",231.427288090526,0.359248383098443,0.390361118283402,0.920297555961063,0.357417285919572,0.620924354724058,"Not"
"10734","SERPINB1",3976.14520639911,0.161265178592488,0.175319394066796,0.919836504403195,0.357658203973847,0.620953818637658,"Not"
"10735","MPRIP",10026.0501815475,-0.0883477143464101,0.0960555618930617,-0.919756363975751,0.357700091008605,0.620968690827794,"Not"
"10736","FUNDC2",2922.43228564044,0.0789546806894378,0.0858501567129656,0.919680099751216,0.357739954933768,0.620980048448743,"Not"
"10737","CXorf65",3.49077970221355,-0.246724066757529,0.268422742791028,-0.91916230417781,0.358010684792035,0.621392113419425,"Not"
"10738","MYEOV",511.513573444915,0.343863724014492,0.374254373103908,0.918796809674211,0.358201861500302,0.621666035660238,"Not"
"10739","KDM4D",149.841128558492,0.121671587354179,0.132435473966367,0.918723539171066,0.358240194327398,0.621674668170723,"Not"
"10740","H4C12",11.492900181115,-0.279417572284816,0.304160779993052,-0.918650893422874,0.358278202849879,0.621682736341745,"Not"
"10741","GNB4",2030.32088756348,-0.152970211206162,0.166534411643547,-0.91855016447641,0.358330908801981,0.621697186648515,"Not"
"10742","BNC1",305.855119274366,0.471407884412253,0.513232499984297,0.918507468694358,0.358353250642753,0.621697186648515,"Not"
"10743","THEM4",2676.93560672903,-0.144481675266496,0.157359556978097,-0.918162697208195,0.358533694704571,0.62195233496364,"Not"
"10744","FAM186A",21.5628348337575,-0.241725886840581,0.26334174949916,-0.917917068980938,0.358662284718291,0.622059594044679,"Not"
"10745","AC253536.7",0.967397701291794,0.661426707373864,0.720558022059476,0.917936775560967,0.358651966962012,0.622059594044679,"Not"
"10746","PBLD",185.390203729539,-0.145231829725201,0.158232639955987,-0.917837367597472,0.358704015803404,0.622074077657942,"Not"
"10747","MPPED1",2.573970385344,-0.427709460835051,0.46602986492808,-0.91777264296368,0.358737907413745,0.622074964414493,"Not"
"10748","GDPD5",2351.37960194773,-0.205177462435367,0.223600524143135,-0.917607251689736,0.358824520009401,0.622167264132416,"Not"
"10749","DHRS7",2693.68373177213,-0.116815481540598,0.127378571172936,-0.917073260164013,0.359104252020687,0.622594366048704,"Not"
"10750","ABCC8",5.71454747258305,0.562222359854739,0.613119410538174,0.916986724268345,0.359149596840838,0.622615059230313,"Not"
"10751","SMIM10L1",1353.00529103478,-0.0987293604233447,0.107680287320318,-0.916874972014634,0.35920816035971,0.622658662121064,"Not"
"10752","AFMID",1043.1994550482,0.109678061762039,0.119634662494974,0.916774950292075,0.359260581609034,0.622691610757623,"Not"
"10753","BPGM",1237.01971786606,-0.0961104708814667,0.104869244830617,-0.91647909772501,0.359415665676742,0.622850907287689,"Not"
"10754","RNF122",502.458170976866,0.195752640562985,0.213593670004484,0.91647210593308,0.359419331239097,0.622850907287689,"Not"
"10755","ICE1",2188.03866199819,-0.128184539763132,0.139880247708599,-0.916387709222311,0.359463579461035,0.622869666837364,"Not"
"10756","TBCEL",587.569800387039,-0.133248796755959,0.145477649951981,-0.915939986657346,0.359698372470175,0.623213919990917,"Not"
"10757","FKBP1B",102.710046010789,0.227319018161818,0.248197018243781,0.91588134204958,0.359729133791709,0.623213919990917,"Not"
"10758","CCDC107",164.375426735222,0.184706005550632,0.201698569279741,0.915752680895119,0.359796627237036,0.623272908086021,"Not"
"10759","CARD14",448.172108611319,0.223385459001227,0.243994389396424,0.915535228305134,0.359910717232509,0.62341259655591,"Not"
"10760","TRIM34",2.09187370120797,0.336874181053632,0.367983769078503,0.915459347289215,0.359950534773308,0.623423621378752,"Not"
"10761","DOCK6",2111.03073401044,-0.158583522036721,0.173247887199356,-0.915356167398681,0.360004681468506,0.623459459515573,"Not"
"10762","BFSP1",441.11860781898,-0.227037813699488,0.248058322773798,-0.915259811324779,0.360055251782413,0.623489097957355,"Not"
"10763","SMG1",4062.06980090163,-0.11107874169746,0.121397280065938,-0.915001898206674,0.360190633615989,0.623501674209563,"Not"
"10764","ASCC1",994.897252941427,0.095534905646118,0.104393835818175,0.915139336507508,0.360118486549561,0.623501674209563,"Not"
"10765","GRIN2A",31.2254435600267,0.353882247586262,0.386733713892943,0.915054040735183,0.360163260771174,0.623501674209563,"Not"
"10766","PDZK1",19.80545050812,0.217214818681242,0.237395572979266,0.914991025128397,0.360196341733213,0.623501674209563,"Not"
"10767","RAB43",93.074811173303,0.171991443652979,0.187998284177741,0.914856454170462,0.360266993106778,0.623566052153609,"Not"
"10768","C19orf25",1728.11969100063,0.134135483015073,0.14666717286025,0.914556955037801,0.360424264980993,0.623678646534696,"Not"
"10769","FLACC1",44.6947825144535,-0.227047012775851,0.248263246749264,-0.914541381975722,0.360432443828003,0.623678646534696,"Not"
"10770","UCHL3",46.7491704618102,0.173063046187478,0.189231173320276,0.91455886020728,0.360423264409296,0.623678646534696,"Not"
"10771","SNAP47",1730.10211775934,0.104880380629151,0.114710608345853,0.914304109633318,0.36055707176235,0.62383637446506,"Not"
"10772","FAM72C",20.1376237587879,-0.216566445236883,0.236897820227096,-0.914176605885513,0.36062405461728,0.623894344768625,"Not"
"10773","COG7",1042.9620793383,-0.0713031947447668,0.0780068105143412,-0.914063711548083,0.360683369077762,0.623939038905892,"Not"
"10774","MPPED2",622.88666390837,-0.319863634404455,0.3499935191971,-0.913913020841744,0.360762551213476,0.624018090255647,"Not"
"10775","TBC1D9B",10806.6302701778,0.125890340213025,0.137780835590079,0.913699932750948,0.360874539374498,0.624153866894028,"Not"
"10776","COASY",5130.66412822914,-0.11123984541844,0.121820002882349,-0.913149259451852,0.361164045978524,0.624458284662325,"Not"
"10777","CHML",1501.39838795196,-0.239520403708218,0.26236761916083,-0.912919073147489,0.36128510545338,0.624458284662325,"Not"
"10778","ZDHHC4",1767.14652878613,-0.104451658419383,0.114379957754375,-0.913198959591219,0.361137911043984,0.624458284662325,"Not"
"10779","PCDHGA12",1258.4852378904,-0.398630766017044,0.436577989416743,-0.913080310231866,0.361200305051304,0.624458284662325,"Not"
"10780","ERVMER34-1",50.9839066898492,-0.365928959963716,0.400801856375119,-0.912992178412555,0.361246655209078,0.624458284662325,"Not"
"10781","LYG1",23.9657981864644,0.229100022939676,0.250901850399779,0.913106151168812,0.361186715530575,0.624458284662325,"Not"
"10782","IGBP1P2",1.44211144802139,0.61729177157384,0.676163477568764,0.912932733062416,0.361277920727111,0.624458284662325,"Not"
"10783","CCDC146",173.529890431374,-0.213748431155117,0.234230052670139,-0.912557670198425,0.361475225655929,0.624728953475275,"Not"
"10784","PSAT1",3431.09071625011,-0.286011019337194,0.313541994731053,-0.912193658723533,0.361666781496435,0.624899073409226,"Not"
"10785","ABCC5",3079.38665074317,-0.134800057396732,0.147784345810696,-0.912140299145109,0.361694866558885,0.624899073409226,"Not"
"10786","SGCA",134.294732404105,0.225080121630301,0.246733497395881,0.912239821531659,0.361642485455519,0.624899073409226,"Not"
"10787","PAX9",73.6355233070438,0.329263863052195,0.360989119840053,0.912115753511036,0.361707786266652,0.624899073409226,"Not"
"10788","ATP5MG",820.437732202856,-0.142780413276814,0.156567759553725,-0.911940067890033,0.361800267648384,0.624942977838102,"Not"
"10789","ZNF443",77.6774266681278,-0.158401883803952,0.173693449727971,-0.911962333939665,0.361788545920176,0.624942977838102,"Not"
"10790","ZNF385D",37.5255988497308,0.24211303660015,0.26553404236143,0.91179659845874,0.361875801332867,0.625015517482791,"Not"
"10791","PUS1",1476.00619345772,-0.128643178577693,0.141130349198126,-0.911520302391496,0.362021293329608,0.625102269704187,"Not"
"10792","F8A1",671.740517489458,-0.193464333580189,0.212248013433114,-0.911501268967848,0.362031317300004,0.625102269704187,"Not"
"10793","STX1A",329.343078788343,0.159085349162505,0.174516917179731,0.911575517911916,0.36199221500808,0.625102269704187,"Not"
"10794","DNAH9",222.848049061199,-0.446724992954671,0.490137498037539,-0.911427904910996,0.362069956176306,0.625102269704187,"Not"
"10795","PIWIL4",59.1352065038554,0.186548013272843,0.204686795794455,0.911382742344421,0.362093743370718,0.625102269704187,"Not"
"10796","TPM2",2786.67832415147,0.205328274564711,0.22542211242093,0.91086128312604,0.36236846767232,0.625171150114919,"Not"
"10797","GATD1",3433.38538498555,0.107777212002945,0.118322557620661,0.910876287414911,0.362360561025618,0.625171150114919,"Not"
"10798","RHOJ",2577.95122126469,0.190464423092928,0.209050388861102,0.911093369070349,0.362246179961308,0.625171150114919,"Not"
"10799","H2AX",3255.89781696291,0.164855921243486,0.180953301657855,0.911041245078766,0.362273642206579,0.625171150114919,"Not"
"10800","SERF1B",21.9060805302873,0.150917965651846,0.165667205958249,0.910970670259745,0.362310827603549,0.625171150114919,"Not"
"10801","AGR2",13.7863310118995,-0.478850746305205,0.525531802234646,-0.911173680201758,0.362203869484606,0.625171150114919,"Not"
"10802","GRK1",1.11345020616713,-0.467514158567805,0.513144133577409,-0.911077664102887,0.362254454203171,0.625171150114919,"Not"
"10803","FRMD4B",1511.05112440086,-0.184901944360805,0.203025729561512,-0.910731584416172,0.362436818093111,0.625192000952173,"Not"
"10804","SNAPC1",300.246392438612,-0.162333796713677,0.178249511178458,-0.91071103443955,0.362447648545142,0.625192000952173,"Not"
"10805","KLK6",841.465653801752,0.552738340899281,0.607063988464471,0.910510838070623,0.362553168622123,0.625316136089022,"Not"
"10806","DCAF12",2293.70779390122,-0.114784373470552,0.126078133962419,-0.910422528182136,0.362599721365944,0.62533855333849,"Not"
"10807","ASXL1",5853.67661346794,-0.0959244545359939,0.105385653069772,-0.910223087695681,0.36270487061054,0.625346282606903,"Not"
"10808","TMEM42",437.000422514755,0.125988514387639,0.138411840753779,0.910243760226843,0.362693970727855,0.625346282606903,"Not"
"10809","CD302",64.3870798839583,-0.264125990188839,0.290141106157151,-0.910336331473756,0.362645163752099,0.625346282606903,"Not"
"10810","NOX3",0.408987122739976,-0.709464588233302,0.779608825507144,-0.91002636838005,0.362808603897416,0.62546726570141,"Not"
"10811","PRCC",4178.10484662866,0.0947352867520633,0.1041433375546,0.909662480352098,0.363000536908958,0.625682390476816,"Not"
"10812","CDK2AP2",3800.945219731,0.18976993044283,0.208608906161429,0.909692370928684,0.362984768706581,0.625682390476816,"Not"
"10813","PLP1",17248.7788336915,-0.194489744118904,0.214016327352706,-0.908761245109948,0.36347616767395,0.625692024826504,"Not"
"10814","SLC27A3",7729.96167610458,-0.324396335679199,0.356947497350293,-0.908806863998967,0.363452082745194,0.625692024826504,"Not"
"10815","BCAR1",6224.81676978141,0.158599934885359,0.174485342650979,0.908958497463051,0.363372033583132,0.625692024826504,"Not"
"10816","HSD17B4",3535.38903329703,0.0857766811988823,0.094341080343217,0.909218771788737,0.363234657300741,0.625692024826504,"Not"
"10817","ZCCHC14",2617.48180297047,-0.115915830116422,0.127453513541539,-0.909475360038959,0.363099258396916,0.625692024826504,"Not"
"10818","ACAD9",2146.18428198281,-0.0886151392786411,0.0975087322003644,-0.908791831038799,0.363460019429984,0.625692024826504,"Not"
"10819","MRPL41",2970.66308177137,-0.216122677300156,0.237650697587098,-0.909413182853997,0.363132065739089,0.625692024826504,"Not"
"10820","MIA2",741.471396683908,-0.119172183377111,0.13103401842755,-0.90947514856993,0.363099369973876,0.625692024826504,"Not"
"10821","PM20D2",435.600487099445,-0.228557804924259,0.25143387150844,-0.909017562164798,0.363340855589583,0.625692024826504,"Not"
"10822","RPP38",270.642495240541,-0.117274950414566,0.129030894902154,-0.908890467693783,0.363407945966712,0.625692024826504,"Not"
"10823","FAM53A",132.279239046857,0.169619329626408,0.186551399334603,0.909236436882335,0.363225334605196,0.625692024826504,"Not"
"10824","HAO2",12.8606584561304,-0.35143970579492,0.386638280232692,-0.908962520688359,0.363369909823477,0.625692024826504,"Not"
"10825","NDST2",4.97783563538856,0.212440990022511,0.233661650100661,0.909182101260486,0.363254010530496,0.625692024826504,"Not"
"10826","FAM25G",0.418513982667105,1.12483422155526,1.23748406138233,0.908968653946749,0.363366672245265,0.625692024826504,"Not"
"10827","HIPK2",6402.4696652627,0.188308286228896,0.207281549651257,0.908466221647402,0.363631952241521,0.625786781971833,"Not"
"10828","PML",6385.76431204759,0.132298124951176,0.145622888141861,0.908498153273098,0.363615089009619,0.625786781971833,"Not"
"10829","ZFPL1",200.968934394748,0.134018715342375,0.147506528031892,0.908561248986889,0.363581769324122,0.625786781971833,"Not"
"10830","TK1",3676.31058821849,-0.179309623067078,0.197394377101943,-0.908382628216787,0.36367610061631,0.62580496870596,"Not"
"10831","C3orf84",0.403412249206753,-0.711632897086825,0.783546841182104,-0.908219980841495,0.363762009524937,0.625895005955749,"Not"
"10832","MZF1",786.429165029178,0.154434882109098,0.170081524107554,0.908005045929848,0.363875555716051,0.62603257536229,"Not"
"10833","PSMD11",5935.5556131113,-0.0904065077683121,0.0995983799973717,-0.907710625119583,0.364031128827833,0.626114433625251,"Not"
"10834","ZBTB38",2955.2751156044,-0.177663107615935,0.195737362195796,-0.907660681756912,0.364057523221894,0.626114433625251,"Not"
"10835","CYTH2",3292.23172766609,0.11071645585771,0.121966405835924,0.907761896391803,0.364004033896157,0.626114433625251,"Not"
"10836","ZNF518A",680.616282956778,-0.18968126687887,0.208956901815258,-0.907753059272342,0.364008703890212,0.626114433625251,"Not"
"10837","COL21A1",47.9199727228557,0.238059845840885,0.262342166163786,0.907440269027354,0.364174022671261,0.626256997923929,"Not"
"10838","ARG1",403.79725706385,0.533666327172984,0.588180535010909,0.907317218790802,0.364239071178321,0.626311065738991,"Not"
"10839","IGSF9B",172.814078372415,0.326108770413026,0.359536826459985,0.907024667330762,0.364393752911207,0.626461437200484,"Not"
"10840","ZNF112",184.973060745182,-0.163032268007984,0.179735784803017,-0.907066270562985,0.364371753388282,0.626461437200484,"Not"
"10841","DMRTA1",84.611223042001,-0.410540495486323,0.452744423825023,-0.90678200300704,0.364522088795334,0.626624264070643,"Not"
"10842","CHDH",105.440331310659,0.322020359716903,0.355152944740823,0.906708967180046,0.364560720181588,0.626632870439409,"Not"
"10843","MEIS1",328.513176178566,-0.152019648761272,0.167699204125268,-0.906501909500511,0.36467025465618,0.626705539078991,"Not"
"10844","ZNF354C",182.842750292544,-0.223314605286707,0.2463397486902,-0.906530945468935,0.364654893254441,0.626705539078991,"Not"
"10845","MAP1LC3B2",90.3543309565601,-0.129824956998042,0.143235503986872,-0.906374141776611,0.364737854634239,0.626763915072723,"Not"
"10846","NXPE3",954.842089414168,0.165111361310926,0.182205696676715,0.906181114654611,0.364839997224919,0.626823839613127,"Not"
"10847","PCDHB9",74.4305184157418,0.282099929107509,0.311284742381409,0.906243996892914,0.364806720380473,0.626823839613127,"Not"
"10848","CLDN9",18.2724092507056,-0.373798851732728,0.412544751532266,-0.906080735106607,0.364893121315156,0.626857320135439,"Not"
"10849","PPP4R3A",2651.54136725668,-0.0996671072655361,0.110052104101671,-0.905635635766305,0.36512874043768,0.627065657560393,"Not"
"10850","CASP1",2389.97132260769,0.27301128867383,0.301463790508321,0.905618841365606,0.365137632631908,0.627065657560393,"Not"
"10851","LCMT1",2176.50706609019,0.0990890949120915,0.109413975895327,0.90563471532089,0.365129227785858,0.627065657560393,"Not"
"10852","ZNF600",292.705315074044,-0.186824471102256,0.206299699597028,-0.90559739770434,0.365148986684127,0.627065657560393,"Not"
"10853","PPIAL4F",0.255382267299984,-0.628480457908008,0.694138576236377,-0.905410647706158,0.365247876938524,0.627177686780276,"Not"
"10854","SLC7A6OS",346.555312350284,-0.124081419396332,0.137073251013143,-0.905219789267524,0.365348960025192,0.627235671951126,"Not"
"10855","METTL21C",1.05244200424565,-0.504459336265054,0.55725128445928,-0.905263658126062,0.365325724507248,0.627235671951126,"Not"
"10856","RPUSD1",2396.54516785825,-0.142964682519742,0.15797647846507,-0.9049744867642,0.365478903609402,0.62740096238622,"Not"
"10857","MYO1C",17383.9559672448,-0.127813561320839,0.141275275351304,-0.904712880601431,0.365617515486742,0.627418230535695,"Not"
"10858","CRHBP",24.6338269170128,0.329267622952787,0.363894867379208,0.904842723735545,0.365548714074412,0.627418230535695,"Not"
"10859","TMEM252",0.86269848898167,-0.535523055588995,0.591933527301996,-0.904701340418887,0.365623630801548,0.627418230535695,"Not"
"10860","MTRNR2L4",2.27962222278708,-0.301458999777865,0.333207449951148,-0.90471866647058,0.365614449492436,0.627418230535695,"Not"
"10861","SYT9",1.05957371953638,0.37771398007914,0.417553658833425,0.9045878825117,0.36568375723787,0.627463631330904,"Not"
"10862","NECTIN3",309.08491491905,-0.2734227086886,0.302307459851059,-0.904452403600326,0.365755561676623,0.627529059786922,"Not"
"10863","RPS14",36230.1425550823,0.150695202738317,0.166632019374299,0.904359218019294,0.365804955565606,0.627556029818708,"Not"
"10864","SPTB",39.7633739937806,0.22237547422228,0.245961096144034,0.904108323261243,0.365937965371158,0.627726428815989,"Not"
"10865","RIMS3",522.596873372615,0.266199294944955,0.294465619076028,0.904008066477278,0.36599112412393,0.627759833333969,"Not"
"10866","TRIM49",0.377493392145254,1.13053734793365,1.25067196407174,0.903943944064295,0.366025126020265,0.627760376266672,"Not"
"10867","KCNK9",27.2158089048582,-0.344505965336951,0.381225624122603,-0.903679982503372,0.366165116456031,0.627942680617888,"Not"
"10868","RPL7A",56098.0323138882,0.156982499745358,0.173751995063245,0.903486027243698,0.36626800075398,0.628061323339268,"Not"
"10869","HOGA1",165.34558860897,-0.305647476251479,0.338406145018669,-0.903197181110933,0.366421253693149,0.628266306359879,"Not"
"10870","HENMT1",501.783570968089,-0.220084809726718,0.243787240310056,-0.90277411339005,0.366645792683677,0.628593467566975,"Not"
"10871","SPINT1",2283.57562556706,0.325422452009157,0.360713937488266,0.90216212402312,0.366970751741962,0.629038317063334,"Not"
"10872","OPTC",1.1727995283314,0.44394558530719,0.492092768520027,0.902158319949225,0.366972772221108,0.629038317063334,"Not"
"10873","VSIG10L2",5.47848133655518,-0.492013505132831,0.545830704244793,-0.901403129773685,0.367374017942309,0.629668187103179,"Not"
"10874","RPS6",59386.225052646,-0.157636310557798,0.174905039432381,-0.901267974149713,0.367445857311504,0.62967549396388,"Not"
"10875","PPP4R1",3544.04419586568,-0.106028954763006,0.117637232858611,-0.901321394480964,0.367417461717231,0.62967549396388,"Not"
"10876","DUSP4",16058.3450656834,-0.176220277519303,0.195641301460348,-0.900731472362543,0.367731110819796,0.629758958025889,"Not"
"10877","ZNF512B",2972.29756846446,-0.130793186207845,0.145184535620639,-0.900875466169497,0.367654536980608,0.629758958025889,"Not"
"10878","EPOR",782.63957802554,-0.157797276020011,0.175173650737279,-0.900804860524775,0.367692082807684,0.629758958025889,"Not"
"10879","IGF2",16.5403465075328,-0.294865343782189,0.327359076848729,-0.90073978281178,0.367726691172131,0.629758958025889,"Not"
"10880","ZNF582",56.8082136028271,-0.241440660417894,0.26794466453543,-0.901084038514113,0.36754363881563,0.629758958025889,"Not"
"10881","CPT1B",16.9928194790681,0.267974192046382,0.297420224375475,0.900995191598272,0.367590876279101,0.629758958025889,"Not"
"10882","ARR3",13.882234266369,-0.205078385114244,0.227642535817814,-0.900879022356225,0.367652645977242,0.629758958025889,"Not"
"10883","AC008397.2",1.97100965131154,0.465974939923263,0.517387069493397,0.90063120514304,0.367784437353604,0.629792407839913,"Not"
"10884","GOLGA8S",1.10139474831219,-0.351204390781387,0.390005716111334,-0.900510880412659,0.367848437714358,0.629844127641012,"Not"
"10885","RIC8A",6071.97214064849,0.0811203924593964,0.0900909592062241,0.900427669703311,0.367892701295699,0.629862046977183,"Not"
"10886","KCTD3",3361.98794833778,-0.139226109764415,0.154693256389577,-0.900014086029645,0.368112754571599,0.630024064104609,"Not"
"10887","SNX27",3169.39771762894,0.0838645101268526,0.0931832383795853,0.899995660005156,0.368122560315255,0.630024064104609,"Not"
"10888","RAB40C",1530.18708604847,0.126192046320572,0.140196714273967,0.900107017301224,0.368063301985516,0.630024064104609,"Not"
"10889","ST6GALNAC5",92.8114922407434,0.343292045615641,0.381407851219498,0.900065492931026,0.36808539831488,0.630024064104609,"Not"
"10890","SPRY2",4475.26012763091,-0.196835787930087,0.21872801572821,-0.899911185472799,0.368167517053834,0.630043144886617,"Not"
"10891","RBM23",3781.75884455619,0.0983144994836607,0.109271239161969,0.899728970199856,0.368264502348664,0.630093395682126,"Not"
"10892","ATG9A",2052.73234144859,-0.147500721994353,0.163931902052136,-0.899768258331085,0.368243589633986,0.630093395682126,"Not"
"10893","ZP3",316.2523312719,-0.204991528753967,0.227876419149571,-0.899573240263256,0.368347403249033,0.630177380606718,"Not"
"10894","SMIM40",2.49023953733147,0.399887664967719,0.444618585706548,0.89939484723126,0.368442382839914,0.630282012723025,"Not"
"10895","GPR137",2622.04425806645,0.132606214357929,0.147466646871773,0.899228518250868,0.368530953046522,0.63037566231987,"Not"
"10896","ETV5",14289.963942999,-0.13529003730992,0.150468026504064,-0.899128143388428,0.368584409085446,0.630409237125218,"Not"
"10897","WNK4",901.234904031084,-0.368188343168059,0.409565065858878,-0.89897399426865,0.368666512752334,0.630436234802097,"Not"
"10898","TMEM216",467.662514242299,0.142463184547715,0.158475776840375,0.898958739235028,0.368674638582565,0.630436234802097,"Not"
"10899","ENTPD3",75.0595361860413,0.396594472864743,0.441195856259411,0.89890797304215,0.368701680784935,0.630436234802097,"Not"
"10900","NIPSNAP3A",752.264091034694,0.123041735548213,0.136943278391013,0.898486855243038,0.368926049944083,0.630698169316495,"Not"
"10901","LORICRIN",1838.61119017582,0.820582128756116,0.913256693186307,0.898522983601845,0.368906797630845,0.630698169316495,"Not"
"10902","SEC14L4",43.4439448357616,-0.568962564139543,0.633285423909218,-0.898429906419422,0.368956398470081,0.630698169316495,"Not"
"10903","KHDC4",2135.76292732335,-0.132896774757857,0.147967632617012,-0.898147604360452,0.369106862632364,0.630879967532445,"Not"
"10904","SPANXD",0.223384300173948,1.07621519237638,1.19831998975349,0.898103346000071,0.369130455353819,0.630879967532445,"Not"
"10905","ZNF853",713.730629912015,-0.257167226594764,0.28636961308066,-0.898025540588097,0.36917193321281,0.630892998381836,"Not"
"10906","AHDC1",2013.81808306308,0.136176511144039,0.151673363615703,0.897827462237018,0.369277541337959,0.630899913859021,"Not"
"10907","COMTD1",634.134254303751,0.23524092808862,0.262009079080549,0.897835025084381,0.369273508759728,0.630899913859021,"Not"
"10908","ZNF124",175.735493579906,-0.166127219692616,0.185026998064816,-0.897853942560431,0.369263421911271,0.630899913859021,"Not"
"10909","KHK",241.573821507318,0.183766013739523,0.204768677156218,0.897432245456798,0.369488312581995,0.631144289026404,"Not"
"10910","FOXD4",17.6765431867712,-0.235531370581546,0.262441986269392,-0.897460707143778,0.369473131312092,0.631144289026404,"Not"
"10911","ISCU",3698.27297822838,0.0875293692233821,0.0975727674864536,0.897067608905672,0.369682841540233,0.631360835313763,"Not"
"10912","LTA4H",3060.10297040334,-0.105892176229919,0.118036235050095,-0.89711584061435,0.369657106885232,0.631360835313763,"Not"
"10913","RANBP6",930.376830806974,-0.155930401437676,0.173846915674337,-0.896940856458887,0.369750477263679,0.631418482020152,"Not"
"10914","OR2A7",9.50071318368385,-0.34554860686664,0.385283015082089,-0.896869556507747,0.369788526644627,0.63142559854767,"Not"
"10915","PARD3B",565.548523378016,0.178730147940254,0.199304771823519,0.896768031718358,0.369842709778217,0.631460260139885,"Not"
"10916","IRF4",8067.78627667406,-0.178323321596949,0.199019703790902,-0.896008376056585,0.370248289717053,0.631575915938315,"Not"
"10917","KREMEN1",5234.10154225073,0.159345210496904,0.177792511057075,0.896242533217562,0.370123243832084,0.631575915938315,"Not"
"10918","ZNF451",1425.29354362165,-0.146788685057556,0.163819240895169,-0.896040564316186,0.370231098811464,0.631575915938315,"Not"
"10919","VSTM4",264.486119236991,0.217678793390631,0.242924450600766,0.896076096301955,0.370212122685136,0.631575915938315,"Not"
"10920","ZSCAN2",181.921000563857,-0.0992988734290217,0.110822296044619,-0.896018914723097,0.370242661236965,0.631575915938315,"Not"
"10921","EIF5AL1",374.123974135629,0.295149771568325,0.329404636801835,0.896009766085603,0.370247547328753,0.631575915938315,"Not"
"10922","PSTK",128.76199449212,-0.131939804052029,0.147196307219655,-0.896352677211809,0.370064433209366,0.631575915938315,"Not"
"10923","CSAG2",16.1598266313758,0.543957943099254,0.607091588155402,0.89600639131243,0.370249349733102,0.631575915938315,"Not"
"10924","ALKAL2",4.66364903085344,0.365031845228228,0.407332977234644,0.89615097630053,0.370172134432556,0.631575915938315,"Not"
"10925","RPL10L",1.25157974703197,0.367708116670512,0.410262997809109,0.896274142767325,0.370106365537948,0.631575915938315,"Not"
"10926","LRRC8A",4529.95313590105,-0.158007474838017,0.176374029870245,-0.895865876366607,0.37032440102174,0.631619902364709,"Not"
"10927","DOCK9",2152.05373674866,0.163883663545211,0.182940338067566,0.895831205278978,0.370342920859583,0.631619902364709,"Not"
"10928","ANXA1",16341.3590887512,0.241162241143724,0.269230247143975,0.895747204119895,0.370387793133429,0.631638626723516,"Not"
"10929","HLA-DOA",1537.79059712744,0.325294112898847,0.363214027055052,0.895598982055676,0.370466979574493,0.631715859763039,"Not"
"10930","RLN1",4.24974785260716,-0.354700348053101,0.396191829706309,-0.89527426225835,0.370640495246298,0.631953913029279,"Not"
"10931","DCAF6",2457.53083663687,-0.0969836273659008,0.10836800008168,-0.8949470996309,0.370815367278141,0.632194235165624,"Not"
"10932","GNAI2",23753.5653412582,0.118027162513145,0.131924244392807,0.894658620607422,0.370969604981671,0.632244675383513,"Not"
"10933","AMFR",5893.1178051386,0.103058780751053,0.115196075132685,0.894637952138109,0.370980657078703,0.632244675383513,"Not"
"10934","SP3",3008.96319602763,-0.126344343755273,0.141212060231944,-0.894713550299804,0.37094023329715,0.632244675383513,"Not"
"10935","RTL6",2639.79183379222,-0.125601460066379,0.140393128459091,-0.894641079979765,0.370978984507784,0.632244675383513,"Not"
"10936","EXOSC5",1803.86948715613,-0.129274585923464,0.144521706170084,-0.894499444750006,0.371054726719092,0.632313084046908,"Not"
"10937","AK4",1228.31131583523,-0.208615766148968,0.233355735028958,-0.893981740466248,0.371331660861492,0.632727149292746,"Not"
"10938","EMC1",5078.24204739722,-0.114760916421032,0.128452477356863,-0.893411468446864,0.371636863305785,0.633116146708169,"Not"
"10939","TRAM2",4437.42360512099,-0.125292708358324,0.140249061034534,-0.893358625249352,0.371665152197742,0.633116146708169,"Not"
"10940","GSR",2868.57799102741,-0.139095326530024,0.15570930804954,-0.893301295037349,0.3716958446627,0.633116146708169,"Not"
"10941","RNF150",1130.85264255063,0.278074906629275,0.311245809593034,0.893425382956542,0.371629414583121,0.633116146708169,"Not"
"10942","VARS2",26.3750182296301,-0.232944345701469,0.260829018068511,-0.893092139158698,0.37180783227538,0.633249018669712,"Not"
"10943","ZSCAN31",198.965928328609,0.157759439772707,0.176672627165247,0.892947834104203,0.371885109230752,0.633322753872274,"Not"
"10944","ADAMTSL2",196.153405548736,0.240577053849389,0.269452276715871,0.892837339441263,0.371944287078718,0.633365655518914,"Not"
"10945","RNF220",2898.97420116312,0.0958327063951431,0.107344738182924,0.89275644076598,0.371987617846413,0.633381566577044,"Not"
"10946","PKP1",15855.2896665497,0.540133681844586,0.60509811974152,0.892638175896688,0.372050968243133,0.633387754175325,"Not"
"10947","SLC26A1",148.29950724525,-0.202822527865167,0.227220878687629,-0.892622760006118,0.37205922649481,0.633387754175325,"Not"
"10948","EED",1000.87106846921,0.112829152759778,0.126438092621054,0.892366773500266,0.372196374397343,0.633563357076076,"Not"
"10949","TEX9",117.68280059406,0.232913715721541,0.261092427524939,0.892073806695499,0.372353373396713,0.6336738622468,"Not"
