"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change"
"4236","HDAC8",417.438271749282,-0.290236745529705,0.138028701880824,-2.1027274876518,0.0354895978067752,0.156121156936568,"Not"
"4237","CALCB",1.9132843512692,0.932126695614499,0.443307191191087,2.10266540705113,0.0354950280070958,0.156121156936568,"Not"
"4238","CXCL3",56.962057232153,0.745378722082455,0.354544242521801,2.1023574287393,0.0355219774033334,0.156202824655149,"Not"
"4239","TMEM47",208.589649249923,0.68321638962826,0.325019795541019,2.10207623966718,0.035546597871769,0.156274215130523,"Not"
"4240","CHCHD4",767.898650578272,-0.206825344412009,0.0984010040776579,-2.10186213393496,0.0355653543911357,0.156282939031645,"Not"
"4241","CDH10",1.42237174411883,1.33248628324965,0.633929115681524,2.10194838868873,0.0355577971140213,0.156282939031645,"Not"
"4242","LRRFIP1",4996.8818694557,-0.248781214991912,0.118381349826068,-2.10152372276068,0.0355950177842117,0.156365049656371,"Not"
"4243","BYSL",2759.26000656926,-0.288662928582416,0.13736319805676,-2.10145754223877,0.0356008212970584,0.156365049656371,"Not"
"4244","C2CD4C",58.2699725571575,-0.745339386203579,0.354721880887417,-2.10119371361852,0.0356239650220843,0.156429833211961,"Not"
"4245","FSIP2",33.8658943818923,0.918474549808508,0.437180925656377,2.10090261470013,0.0356495158597253,0.156505153724815,"Not"
"4246","REPIN1",7340.94557070102,-0.2580874671904,0.122861231254734,-2.10064203780682,0.035672400923644,0.156568738486347,"Not"
"4247","CTR9",2856.20698516937,-0.274084644240653,0.130485488028392,-2.10049905458464,0.0356849636931203,0.156586998677888,"Not"
"4248","C4A",143.620688938041,0.684269342183626,0.325963408676051,2.09922133580235,0.0357973940550786,0.157043369964794,"Not"
"4249","GPATCH8",3010.05462078225,-0.16123191694801,0.0768350872233876,-2.09841522635681,0.0358684813887496,0.157318197025356,"Not"
"4250","RIOX2",1042.45533633567,-0.246482118557361,0.117490686097873,-2.09788645162932,0.0359151771180399,0.157448892206961,"Not"
"4251","LCE1F",235.810070541536,1.76736716658583,0.842447006730102,2.09789714067088,0.0359142326630831,0.157448892206961,"Not"
"4252","FABP9",1.58313322634614,2.96440166361801,1.41313252514792,2.09775205853939,0.0359270535371761,0.157463915738197,"Not"
"4253","CKAP5",6704.70982008917,-0.224127152942629,0.106870443908315,-2.09718557110991,0.035977151275741,0.157646412220717,"Not"
"4254","C11orf94",8.35068991806557,0.512195749990977,0.244241732418693,2.097085313467,0.0359860238361934,0.157648222898754,"Not"
"4255","SGCG",4.24421877416053,0.788145914095385,0.375874787575811,2.09683101965551,0.0360085365952354,0.157709773910413,"Not"
"4256","DCLRE1C",800.559220891417,-0.356658874516657,0.170103852177621,-2.09671250798152,0.0360190325949492,0.157718677499876,"Not"
"4257","HSD3B2",4.01676740277249,-1.3319516457044,0.635356250344029,-2.09638552384302,0.0360480055102385,0.157808463868641,"Not"
"4258","CMA1",9.70281638700825,0.972411933503308,0.463901427374133,2.09616068440994,0.0360679392688615,0.157858646363199,"Not"
"4259","NUF2",582.96639988194,-0.455010412880722,0.21710247954852,-2.09583240977694,0.0360970602365446,0.157899595044814,"Not"
"4260","GPIHBP1",66.554891767285,0.702318533818018,0.335112616354963,2.09576870443486,0.0361027138058571,0.157899595044814,"Not"
"4261","EDN1",81.094981901742,0.459548651593734,0.219266605441695,2.0958442379678,0.0360960106196393,0.157899595044814,"Not"
"4262","OR7C1",348.528010701701,0.941901542580151,0.449746545333856,2.09429411376792,0.0362337883719629,0.158435682801479,"Not"
"4263","ANGPT4",4.89612969658136,0.735440719663908,0.351302031126829,2.09347129962478,0.036307103479616,0.158719019574507,"Not"
"4264","ALDH3A1",256.313012177229,0.954334331060284,0.455985870230527,2.09290329671359,0.0363577879066461,0.158903315062912,"Not"
"4265","UBR1",1380.93900604512,-0.329404445558432,0.157459604911771,-2.09199334485188,0.0364391110364255,0.159221400533371,"Not"
"4266","DAAM2",6798.00012783147,-0.403405190667118,0.192867233230852,-2.09162118369927,0.0364724160125106,0.159329569809927,"Not"
"4267","ARL1",3342.00768375002,-0.247153313012717,0.118178550682111,-2.09135508589486,0.0364962452019269,0.159396303159857,"Not"
"4268","STARD5",78.0948007719322,0.492489491947275,0.235507691098242,2.09118220152663,0.036511734190561,0.159426588185402,"Not"
"4269","PELI2",793.625174917705,-0.363275732605268,0.173753132369214,-2.0907578911057,0.0365497725883449,0.159517930200561,"Not"
"4270","CHRFAM7A",11.2417403105015,-0.775244682595456,0.370782662808436,-2.09083314932658,0.0365430234095357,0.159517930200561,"Not"
"4271","APPL1",1859.25331636275,-0.318783574188922,0.152480436331864,-2.0906522951909,0.0365592442507921,0.159521909589736,"Not"
"4272","POLD2",9823.50532327359,-0.325016318847028,0.155486881946643,-2.09031343852249,0.0365896528843316,0.159543111272086,"Not"
"4273","PDCD6IP",7028.97326446192,-0.201877402156893,0.0965689208190117,-2.09050075784992,0.0365728403865055,0.159543111272086,"Not"
"4274","KLK1",118.77234255611,0.899648812718471,0.430429004224427,2.09012126015883,0.0366069083386691,0.159543111272086,"Not"
"4275","ZIC2",53.8346988137377,-1.0080106076582,0.482248972753848,-2.09022862589428,0.0365972672493983,0.159543111272086,"Not"
"4276","KCNK17",9.59531270833374,0.576780550441733,0.275944877014848,2.09020206021327,0.0365996525585814,0.159543111272086,"Not"
"4277","RMI1",377.454997547122,-0.374600108680206,0.179235303212478,-2.08999065455385,0.0366186392086887,0.159544014210645,"Not"
"4278","CHMP4C",74.1823799666804,0.986425457839581,0.471990087130414,2.08992833692083,0.0366242376471958,0.159544014210645,"Not"
"4279","IGDCC3",13.859438259243,-0.805251624957422,0.385355818487176,-2.08963141679985,0.0366509221197124,0.159622945693611,"Not"
"4280","RRM1",2875.86890158175,-0.268123194751159,0.128321107654891,-2.08947070089399,0.0366653727073922,0.159648571442748,"Not"
"4281","PCNA",6401.79169452408,-0.252230035045289,0.120750177394417,-2.08885850512176,0.0367204620595273,0.159776448970663,"Not"
"4282","KPRP",1408.10589428323,1.67772799123002,0.803155783796237,2.08891976510458,0.0367149463154668,0.159776448970663,"Not"
"4283","OPRM1",0.78584582343319,1.28084655567994,0.61317806725934,2.08886557440779,0.0367198255170802,0.159776448970663,"Not"
"4284","AEN",3969.75756085651,-0.330205935761283,0.15809897095396,-2.08860268835932,0.0367435029923046,0.159797626659532,"Not"
"4285","SLC25A17",1821.18916638436,-0.245934620009759,0.1177555162075,-2.08851889007383,0.0367510532229424,0.159797626659532,"Not"
"4286","PIGX",1278.31204156514,-0.189889337336969,0.0909186378853879,-2.0885633765911,0.0367470448204727,0.159797626659532,"Not"
"4287","UGGT2",1276.27557405611,-0.363246694571801,0.173945470542431,-2.08827912241149,0.0367726636046031,0.159854294130017,"Not"
"4288","ZCCHC12",6.9540457621223,0.692520673108502,0.331673156603121,2.08796117298444,0.0368013372413857,0.159941632656358,"Not"
"4289","HNRNPF",9237.46170251632,-0.204954595384645,0.0981758723637997,-2.08762693368455,0.0368315004782837,0.160012389323053,"Not"
"4290","ARHGAP4",1786.32107358455,0.486084595969726,0.232855409349319,2.08749540037751,0.0368433763997221,0.160012389323053,"Not"
"4291","HJV",1.82227177164709,-1.04654553574155,0.501326028099109,-2.08755475894552,0.0368380166105355,0.160012389323053,"Not"
"4292","TMEM214",8926.80052603535,-0.288242959157936,0.138090199879464,-2.08735275500751,0.0368562592968828,0.160031045726167,"Not"
"4293","NEMF",1140.32617989921,-0.328473047478249,0.157373516902565,-2.08721933615817,0.0368683123808088,0.160033514261192,"Not"
"4294","MEDAG",171.709718263035,0.551206715275569,0.264094595323261,2.08715636380545,0.036874002481088,0.160033514261192,"Not"
"4295","CA2",794.116961314982,0.849878007634773,0.407225980504003,2.08699358175262,0.0368887147223617,0.160060090236539,"Not"
"4296","NYNRIN",885.966149802597,0.546772497653274,0.262026067072529,2.08671031764914,0.036914328049795,0.160123971159162,"Not"
"4297","EEPD1",490.997979039456,-0.421967981091283,0.202223589678166,-2.08664074138351,0.0369206215964219,0.160123971159162,"Not"
"4298","C17orf49",16.2821933863926,0.375696505371892,0.180067321862443,2.08642246403206,0.0369403718849053,0.160172352360888,"Not"
"4299","EPB41L5",641.33702509554,-0.2608313881761,0.125091229745615,-2.08512929888471,0.0370575653904017,0.160643123660276,"Not"
"4300","DGKE",139.168155693207,-0.481284006669311,0.230895693785407,-2.08442175243257,0.0371218209020862,0.16088424519332,"Not"
"4301","ZNF146",3408.38080110036,-0.269931718737032,0.12952211756638,-2.08405887588034,0.0371548121569437,0.160956946170954,"Not"
"4302","NHS",69.3952532485858,0.451626996987598,0.216706697352522,2.08404725144662,0.03715586941551,0.160956946170954,"Not"
"4303","PDGFC",278.69831751516,0.616789690297138,0.296001560709635,2.08373796684871,0.0371840086919725,0.161003993025929,"Not"
"4304","COQ3",378.745098055927,-0.256140500508342,0.122921910562666,-2.08376602133727,0.0371814554954812,0.161003993025929,"Not"
"4305","ELK1",2985.3282743949,-0.236091064139891,0.113306962770113,-2.08364127294536,0.03719280980141,0.161004693021853,"Not"
"4306","POC1B",556.636012142119,-0.38634571116582,0.185452983910171,-2.08325421904754,0.0372280573282858,0.161119850527156,"Not"
"4307","GPAT4",8857.37587629527,-0.355790786576328,0.170858122601277,-2.08237560590912,0.0373081748405467,0.161125092686267,"Not"
"4308","RETSAT",8541.42582427618,-0.355291785947412,0.170616970407046,-2.08239417860827,0.037306479746977,0.161125092686267,"Not"
"4309","BTBD1",3317.55989870044,-0.273865203391955,0.1314815299334,-2.08291768076229,0.0372587276983262,0.161125092686267,"Not"
"4310","FAM174B",2957.02576969306,-0.502238144728997,0.241099686442614,-2.08311405186559,0.0372408288323726,0.161125092686267,"Not"
"4311","DNAJC15",2461.8148857383,-0.320469301717342,0.153878493225884,-2.0826126835471,0.0372865421548489,0.161125092686267,"Not"
"4312","ARHGEF3",813.861173560627,0.31155969187816,0.149592745194219,2.0827192620448,0.0372768206380744,0.161125092686267,"Not"
"4313","SMIM4",908.479474902347,-0.389183636992816,0.186845296060252,-2.08291910580032,0.037258597782349,0.161125092686267,"Not"
"4314","LYVE1",99.3955388133157,-0.612526869228624,0.294102214716259,-2.08270063460614,0.0372785195771335,0.161125092686267,"Not"
"4315","AKR1C2",188.70215846371,0.842276290903377,0.404490527906063,2.08231400439365,0.037313797558542,0.161125092686267,"Not"
"4316","SCN11A",14.6588502443055,0.690959891335869,0.331826470889221,2.08229286073607,0.0373157276257742,0.161125092686267,"Not"
"4317","HTR3A",40.0861247933543,1.42675486729589,0.685501341682089,2.08133052488987,0.0374036630136442,0.161467376400804,"Not"
"4318","BCL7A",1213.7459416146,-0.295727683434096,0.142127564249124,-2.08072012629259,0.0374595307852934,0.161671101369784,"Not"
"4319","UPF3B",769.86237984792,-0.313258265391308,0.150575614076251,-2.08040503313289,0.0374883980047728,0.161745866236506,"Not"
"4320","H2BC6",19.8752278115473,-0.466679416430071,0.224328263250364,-2.080341592576,0.0374942123922357,0.161745866236506,"Not"
"4321","DSG4",1.44750102291843,1.52727407306341,0.734249777034187,2.08004703689859,0.0375212187553321,0.161824909216471,"Not"
"4322","XRCC6",20162.1449534323,-0.223969432541585,0.107682761596084,-2.07990052652708,0.0375346577348745,0.161845414518075,"Not"
"4323","RNFT1",385.774639017791,-0.353054056730881,0.169755474655853,-2.0797800921981,0.0375457079004251,0.161855612406274,"Not"
"4324","HSP90B1",33271.9269062969,-0.325223488612967,0.156416185625051,-2.07921889485637,0.03759723573973,0.162040260232564,"Not"
"4325","KRT82",3.09881851377808,1.51313051412031,0.727966771735884,2.07857085360112,0.0376568122346807,0.162259503538846,"Not"
"4326","GABPB1",667.780463203318,-0.183182589954318,0.0881450296837152,-2.07819534024345,0.0376913711155676,0.162370871962487,"Not"
"4327","UBC",33215.6882725575,0.225148897444965,0.108344934168092,2.07807498498875,0.037702453242202,0.162378421123928,"Not"
"4328","DOCK7",4133.38474749161,-0.316559107669353,0.152339305590588,-2.07798707262134,0.0377105498295965,0.162378421123928,"Not"
"4329","LRCH1",1732.43819562515,-0.264691766225705,0.127406138703452,-2.07754327161422,0.037751445773994,0.162516965452565,"Not"
"4330","TMEM230",7239.4908120132,-0.218556227563196,0.105213362959034,-2.0772668168424,0.0377769399499628,0.162541165972009,"Not"
"4331","PARP8",817.037073575566,0.607054528613836,0.292242745153437,2.07722702678252,0.0377806105251992,0.162541165972009,"Not"
"4332","NDUFAF6",809.281086932404,-0.263963991353887,0.127076915687103,-2.07719859997104,0.0377832330430749,0.162541165972009,"Not"
"4333","BORCS5",924.396923774434,-0.258664174410986,0.124552340789201,-2.07675080831088,0.0378245645378279,0.162681418123,"Not"
"4334","FAM104B",591.583596666783,-0.240570393305299,0.115852278897374,-2.07652707046363,0.0378452301083081,0.162716122036985,"Not"
"4335","FANCM",262.62453531558,-0.414525121456473,0.199629294996823,-2.07647440453602,0.0378500959986225,0.162716122036985,"Not"
"4336","ESPL1",1256.55014555879,-0.337336611498096,0.162513556199156,-2.07574444488002,0.0379175929759153,0.162968695271946,"Not"
"4337","DENR",2987.39411131969,-0.20701806239279,0.0997901673547693,-2.07453367280976,0.0380297748356688,0.16341316205615,"Not"
"4338","COL11A2",4207.57121809608,-0.908143720675953,0.437881989957793,-2.07394627206177,0.0380843009776127,0.16360973559677,"Not"
"4339","GLI2",76.6498026174029,0.562429472131328,0.271351066701702,2.07270042814908,0.0382001679130558,0.164069677167022,"Not"
"4340","DNAJB2",5879.58957712731,0.272472013976833,0.131481074524032,2.07232877403227,0.0382347907644392,0.164104919549998,"Not"
"4341","PPTC7",1450.74130102545,-0.303974521192575,0.146677348412913,-2.07240262032044,0.0382279092097229,0.164104919549998,"Not"
"4342","ZNF197",1167.09435082325,-0.326675504682521,0.15763396332835,-2.07236751385904,0.0382311805635491,0.164104919549998,"Not"
"4343","IL1F10",11.9526073117756,1.54670313279197,0.746405104224205,2.07220331699041,0.0382464842134556,0.164117310569182,"Not"
"4344","TSPAN5",628.604712488786,0.649566487114619,0.313562755095719,2.07156773742574,0.0383057712792091,0.164306782454057,"Not"
"4345","HSPB6",143.973086037535,0.845039288955558,0.407927872781713,2.07154093980665,0.03830827268528,0.164306782454057,"Not"
"4346","LAMB4",39.2407473193879,0.686031524141903,0.331287597595528,2.07080352274306,0.0383771609018947,0.164564374267766,"Not"
"4347","C15orf61",162.472898858935,-0.245590879185111,0.118628369002576,-2.07025420015492,0.0384285460748435,0.164717078064032,"Not"
"4348","CBS",46.1114232723558,-0.801619779294148,0.387229846583658,-2.07013944396707,0.0384392880715001,0.164717078064032,"Not"
"4349","PCARE",13.262276876673,-0.892112916170725,0.430933595440548,-2.07018651042676,0.0384348820068986,0.164717078064032,"Not"
"4350","MAML3",1411.62041700215,0.423726017566546,0.204733871577112,2.0696429677341,0.0384857911954592,0.16487843786634,"Not"
"4351","GAS2L3",2080.75941569559,-0.402024121604678,0.194264577614869,-2.06946694317939,0.0385022902535768,0.164911211483718,"Not"
"4352","CENPS-CORT",1.12931799199625,0.773361506257577,0.373719474984111,2.06936367522848,0.0385119725185936,0.164914779378794,"Not"
"4353","EGR2",471.83278241002,0.486804970785788,0.235285999553212,2.0689925100099,0.0385467895603745,0.165025952273637,"Not"
"4354","PPP1R1A",46.5712983790669,0.887742636594757,0.429181784993803,2.06845366610229,0.0385973832578242,0.165204601376392,"Not"
"4355","GLO1",6652.84320211611,-0.236637289831017,0.114422703415611,-2.06809735102564,0.0386308697540972,0.165272013025105,"Not"
"4356","IL1RAPL1",34.8471400737595,-1.09586543454068,0.529875784713625,-2.06815534160133,0.0386254181174549,0.165272013025105,"Not"
"4357","ZSWIM5",301.887334879465,0.592467138896998,0.286557658702312,2.06753203379735,0.0386840489321356,0.165385624202633,"Not"
"4358","CPNE7",462.959636129384,-0.780117754095509,0.377304171187851,-2.06760967322333,0.0386767417377443,0.165385624202633,"Not"
"4359","OR7D4",0.855448337298951,1.43334728325308,0.693242606953246,2.06759836870464,0.0386778056128301,0.165385624202633,"Not"
"4360","TRIM16",647.605179550508,0.455636214654905,0.220536713676099,2.06603339217295,0.0388253267025254,0.165951556978959,"Not"
"4361","ZHX2",952.977633290398,0.45449688237535,0.220014005221654,2.06576341318574,0.0388508243115241,0.165984402079221,"Not"
"4362","PASD1",10.3750717591681,-2.08675466282186,1.01015301691045,-2.06578075587419,0.0388491859896055,0.165984402079221,"Not"
"4363","ZBED4",2043.55466838817,-0.23325583417171,0.112939130403117,-2.06532344758759,0.038892406436221,0.166047854832855,"Not"
"4364","ECT2",1050.66796128399,-0.434638437252231,0.210439494479399,-2.06538434397722,0.0388866487299424,0.166047854832855,"Not"
"4365","KLRG2",27.7544431600392,0.915815961164652,0.443400106068916,2.06543920181722,0.0388814625838165,0.166047854832855,"Not"
"4366","ABCF2",2040.35203174668,-0.251787334889703,0.121934667689352,-2.06493640948094,0.0389290175193329,0.166133658902342,"Not"
"4367","COG6",1129.66103827593,-0.387203873852455,0.187514966078135,-2.06492250699132,0.0389303331415822,0.166133658902342,"Not"
"4368","FKBP15",3167.17025267798,-0.220484502525735,0.106818593333995,-2.0641022844809,0.0390080194227582,0.166427071877867,"Not"
"4369","CTNNB1",38196.8012556921,-0.306928459418265,0.148773974124271,-2.06305209782114,0.0391076786445035,0.166814076268933,"Not"
"4370","NUDT21",3684.22305978802,-0.236127697156299,0.114494944852379,-2.06234168207814,0.0391752172817709,0.166987499831446,"Not"
"4371","RASSF8",1886.82943799711,-0.40097823166897,0.194423984107533,-2.06239077709258,0.0391705466754056,0.166987499831446,"Not"
"4372","IFRD2",2782.338276511,-0.259664695771989,0.125902260490489,-2.06243076780663,0.0391667425472692,0.166987499831446,"Not"
"4373","DLX1",308.926819593623,-0.649274062259448,0.314872075897528,-2.06202490458616,0.0392053649717514,0.167077791359149,"Not"
"4374","SSH3",1926.82620768788,0.353388883837694,0.171430802413675,2.06140832838746,0.0392641009766022,0.167251608182847,"Not"
"4375","CCNJ",344.385052002495,-0.292483073243415,0.141879620764192,-2.0614875601446,0.0392565490551551,0.167251608182847,"Not"
"4376","ZNF572",110.73787154394,-0.468004668830323,0.227091784727702,-2.06086129179658,0.0393162750675195,0.16740341141835,"Not"
"4377","MIXL1",14.6949808257295,0.800409336793375,0.388388658422866,2.06084631833382,0.0393177040018308,0.16740341141835,"Not"
"4378","TTLL10",2.85840349188047,0.962709830127329,0.467238858208663,2.06042330001884,0.0393580913365632,0.167537092313429,"Not"
"4379","STK32A",4603.13495296485,0.563332084008991,0.273447539021927,2.06011027206143,0.0393880001007221,0.167626117807046,"Not"
"4380","CHPT1",2477.91531327761,-0.283130142115356,0.137450027533816,-2.0598769399715,0.0394103067441079,0.167628916990753,"Not"
"4381","NT5DC1",1113.0021730529,-0.300528826073018,0.145907108997743,-2.05972709717431,0.039424637431341,0.167628916990753,"Not"
"4382","NUDT3",58.0382033904674,0.390747239977558,0.189688221431408,2.05994466619454,0.039403830985007,0.167628916990753,"Not"
"4383","TSGA10IP",10.447336926515,0.748414021679252,0.363354440767298,2.0597354475669,0.0394238386988992,0.167628916990753,"Not"
"4384","ATG16L2",563.987053615455,0.389920703628517,0.189336891309553,2.05940163552714,0.0394557792198553,0.167702640700165,"Not"
"4385","PCDHB14",211.973600609298,0.501786832962434,0.243661800981644,2.05935781046056,0.0394599742149723,0.167702640700165,"Not"
"4386","MTHFD2L",322.3948027219,-0.297847059906708,0.144666228801005,-2.0588568761021,0.039507951238851,0.16781190765959,"Not"
"4387","CT45A10",3.57645517931207,2.53363480450147,1.23063229839023,2.05880733653398,0.0395126985839386,0.16781190765959,"Not"
"4388","DAZL",4.5486486074458,0.905558270026212,0.439808051809487,2.05898520115879,0.0394956561822632,0.16781190765959,"Not"
"4389","MUC5AC",2.28571729002337,1.14245551377311,0.554979087709574,2.05855596917729,0.0395367944194109,0.167875985600397,"Not"
"4390","ZNF486",93.558468425902,-0.590379062220587,0.286823501430857,-2.05833573356229,0.0395579162460345,0.167927409376105,"Not"
"4391","MPL",20.1414356386783,0.4098839063128,0.19915551047387,2.05810979238045,0.039579595220913,0.167981174342276,"Not"
"4392","SPRED1",5126.20394277067,-0.445504652885614,0.216537406126956,-2.05740274095836,0.039647501715839,0.168192770766305,"Not"
"4393","MCM8",406.716044653588,-0.315353527222714,0.153277310814091,-2.05740514070737,0.0396472710724855,0.168192770766305,"Not"
"4394","RANBP9",2025.11251621228,-0.219963015796177,0.106957654645487,-2.05654299849084,0.0397302061271317,0.16826910851111,"Not"
"4395","FGD4",1353.48540286152,-0.355346858864939,0.172761879190192,-2.05685918983169,0.0396997725501512,0.16826910851111,"Not"
"4396","PISD",1670.01513860409,-0.237252490069065,0.11536909542614,-2.05646485475788,0.0397377305514807,0.16826910851111,"Not"
"4397","AEBP2",1289.85507364084,-0.246919614253551,0.12005970724667,-2.05664014944031,0.0397208531926103,0.16826910851111,"Not"
"4398","MRPL13",1334.20106486691,-0.292717963690982,0.142317953865222,-2.05678873073311,0.0397065525604829,0.16826910851111,"Not"
"4399","CPNE8",641.197809568164,-0.567159115109596,0.275762797872049,-2.05669190872059,0.0397158709763942,0.16826910851111,"Not"
"4400","PSMA8",4.30827492240562,-1.38694763744978,0.674361104005041,-2.05668391787823,0.0397166401198661,0.16826910851111,"Not"
"4401","IRGC",0.66024348750365,1.30268051549828,0.633412182332796,2.05660792740145,0.0397239550716968,0.16826910851111,"Not"
"4402","VAPB",4543.74377651932,-0.254494543894987,0.123784340647952,-2.05595104003324,0.0397872356598667,0.168440464279254,"Not"
"4403","ITPKB",18178.1694300419,-0.487660677790311,0.23730780425969,-2.05497109255057,0.0398817968992099,0.168617728592018,"Not"
"4404","PPP1CA",9435.68052242706,0.300912008696627,0.14642714248044,2.05502889422857,0.0398762139678723,0.168617728592018,"Not"
"4405","FAM185A",191.938263434124,-0.238446379460166,0.116034867809723,-2.05495454910309,0.0398833949148754,0.168617728592018,"Not"
"4406","MTMR8",30.4757650358693,-0.582819205733604,0.283581260711837,-2.05521057445979,0.0398586702091024,0.168617728592018,"Not"
"4407","TMED6",22.6011256414744,-0.288812507885363,0.140542122262482,-2.05498894734181,0.0398800722751412,0.168617728592018,"Not"
"4408","AC008750.7",0.642027491317007,1.40206810751077,0.682160284319922,2.05533529250909,0.0398466307342994,0.168617728592018,"Not"
"4409","IFITM2",5924.46796348433,0.465690715619141,0.226654029818785,2.05463241042514,0.0399145227571523,0.168674157236416,"Not"
"4410","GFER",405.858190093431,0.254644043879634,0.123936746311278,2.05462908668002,0.03991484403373,0.168674157236416,"Not"
"4411","PNPT1",1741.46682560111,-0.26713370870037,0.130039317894319,-2.0542533829458,0.0399511740816242,0.168696802948677,"Not"
"4412","STXBP3",1613.16377541873,-0.312009241582069,0.151888499958738,-2.05419924264727,0.0399564116878869,0.168696802948677,"Not"
"4413","ABHD10",1405.48024128211,-0.323836472982968,0.15763226792136,-2.05437933015419,0.0399389920305965,0.168696802948677,"Not"
"4414","RAB9B",182.933637706239,-0.538420016211514,0.262071758638696,-2.05447553375564,0.0399296890075498,0.168696802948677,"Not"
"4415","THADA",1822.66536483276,-0.146130333358165,0.0711478385498929,-2.0538970169233,0.0399856601199752,0.168782052547193,"Not"
"4416","THBS2",3533.7078416136,-0.803279236904293,0.391202314928108,-2.05336013170554,0.0400376629348768,0.168886800917692,"Not"
"4417","SLC35C2",5150.42753326373,-0.279703335983102,0.136209434494629,-2.05347990042592,0.0400260571424461,0.168886800917692,"Not"
"4418","C3orf18",538.521152091686,0.541039216960291,0.26347815485867,2.05344999949049,0.0400289543265371,0.168886800917692,"Not"
"4419","CMTM5",500.449912965082,1.22317911339861,0.595767334165989,2.05311544163617,0.0400613826920728,0.168948614584627,"Not"
"4420","MAP1LC3C",21.9273082277787,-0.73376655535078,0.357411834764568,-2.05300016389811,0.0400725616114769,0.168957524477711,"Not"
"4421","TREM2",546.953532734236,0.553717325728878,0.269800577360621,2.05232075907965,0.0401384998399804,0.169197259221415,"Not"
"4422","FXYD3",659.891073109185,0.92812446186792,0.452257671257441,2.05220280573107,0.04014995692861,0.169207281167249,"Not"
"4423","CCDC15",154.937093399095,-0.293380483451509,0.143010692197406,-2.05145838359092,0.0402223284299125,0.169473957182873,"Not"
"4424","MMP1",2551.85954895565,0.765712997957121,0.373349941416094,2.0509257214634,0.0402741808486935,0.169654076468412,"Not"
"4425","RARS2",1354.79841143673,-0.252266457289992,0.123014354713978,-2.05070747943636,0.040295442157907,0.169705279108419,"Not"
"4426","IFITM1",3791.19490128136,0.597948355710431,0.291670015788233,2.05008510763263,0.0403561263894934,0.169884068532776,"Not"
"4427","PAGE1",5.10685514203195,1.50762992539647,0.73538021450225,2.05013664450699,0.0403510983562417,0.169884068532776,"Not"
"4428","GNPDA2",741.999749294476,-0.32775897613726,0.159903033054202,-2.04973582975228,0.0403902165918802,0.169989177146856,"Not"
"4429","SYNE1",1997.70501808784,0.327088798488255,0.159588011160795,2.04958252257867,0.0404051873802543,0.170013789121341,"Not"
"4430","CHRM2",0.955646379763727,-1.5004111764847,0.732180689740201,-2.04923620290654,0.0404390235909608,0.170117752514931,"Not"
"4431","CCL3",75.189657585496,0.614741132017243,0.300033110980492,2.04891096855378,0.040470821590794,0.170213096629663,"Not"
"4432","CD164",8640.3610387872,-0.317925600854414,0.155188829142865,-2.04863715133604,0.0404976089975047,0.1702873288081,"Not"
"4433","YIPF4",2225.10798104988,-0.227763653009995,0.11118367812085,-2.04853497257422,0.0405076089472585,0.170290954284031,"Not"
"4434","EFR3A",2480.70691667412,-0.294819004388313,0.143942331082517,-2.04817444716317,0.0405429092873606,0.170324088701364,"Not"
"4435","CHRNA5",64.6305977933135,-0.390538903887709,0.190661635260194,-2.04833501692537,0.0405271841045076,0.170324088701364,"Not"
"4436","RDH16",68.4669119624767,0.754181995513909,0.368213228044525,2.04822080814194,0.040538368456441,0.170324088701364,"Not"
"4437","ZNF616",518.492901812991,-0.259806369496978,0.126859738482743,-2.04798127920089,0.0405618337852401,0.17032679910359,"Not"
"4438","PPY",9.20724740255539,0.975456185540575,0.476281094694831,2.04806824458481,0.0405533129353412,0.17032679910359,"Not"
"4439","NSUN2",3945.05573116816,-0.192080511710633,0.0938136747825177,-2.0474681559583,0.0406121403951483,0.170461227118014,"Not"
"4440","PLD2",2178.41953351905,0.38968139517523,0.190320337396448,2.04750265003735,0.04060875693771,0.170461227118014,"Not"
"4441","UBAP2",3157.67365088707,-0.290120970917501,0.14170716640465,-2.04732744488765,0.0406259449474822,0.170480772357865,"Not"
"4442","MTA2",6079.301066255,0.20849296283524,0.101842837187129,2.04720300998831,0.0406381560291879,0.170493623538934,"Not"
"4443","AKAP1",2254.93964871611,-0.254257141999847,0.124219545867243,-2.04683683412898,0.0406741077551294,0.17051609919963,"Not"
"4444","DLK2",113.056402290267,0.431734647703785,0.210931385571668,2.04680136402506,0.0406775916979049,0.17051609919963,"Not"
"4445","CCDC17",49.2316661053549,0.459931020123292,0.224710025575797,2.0467757010163,0.0406801125263766,0.17051609919963,"Not"
"4446","UPK3A",5.03122464036017,0.84073771427705,0.410745791212479,2.046856552797,0.0406721710584938,0.17051609919963,"Not"
"4447","MGAT4C",11.1167829651575,1.34241124150984,0.656052767323778,2.0461940081221,0.040737286637751,0.170717354122133,"Not"
"4448","EXOC6",508.813225593154,-0.345304122909582,0.168772092073652,-2.04597880293439,0.0407584562294571,0.170729285298306,"Not"
"4449","DEPDC4",21.7043580693076,-0.321165018852443,0.156973723360136,-2.04597949247603,0.0407583883848158,0.170729285298306,"Not"
"4450","AAGAB",2405.83523568485,-0.16616341887738,0.0812397921581017,-2.04534519923448,0.0408208375493128,0.17091375613772,"Not"
