"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change"
"ARHGEF5",394.206482153502,-0.782430994507488,0.348851357006847,-2.24287788707708,0.0249046900880396,0.183441300467257,"Not"
"WNT7A",32.1233624162208,-1.20640914957759,0.537868341018022,-2.2429450807501,0.0249003562142683,0.183441300467257,"Not"
"STAT5A",4802.0150269577,0.314522510988071,0.140276217791914,2.24216560682179,0.0249506710890978,0.183704323490089,"Not"
"INO80",1803.74209745811,0.177243619703228,0.0791261553354303,2.24001303932763,0.0250900763641781,0.18444573672132,"Not"
"OLFM2",1371.41593214299,-0.758915563045434,0.338805552508418,-2.23997380629285,0.025092623431166,0.18444573672132,"Not"
"MYOM3",88.3020173476366,-0.841920665303044,0.375835184541226,-2.24013264306469,0.0250823128928507,0.18444573672132,"Not"
"TMEM89",2.98216806907304,-0.685003724970459,0.305781070670609,-2.2401770111805,0.0250794334900205,0.18444573672132,"Not"
"NEU2",9.46694214876595,-1.81399893222853,0.809925966086248,-2.23970956381878,0.0251097842775516,0.184496048487976,"Not"
"HSBP1L1",965.609203054066,-0.46280417832012,0.206684442443025,-2.23918246022652,0.0251440466100359,0.184671921796256,"Not"
"CZIB",1918.45742529428,-0.242162186693364,0.108162234222555,-2.23887929492184,0.0251637710257381,0.184740919960715,"Not"
"FCN1",248.331404180678,0.748850175547251,0.334523740619134,2.23855614600412,0.0251848103529638,0.184819511018631,"Not"
"CFAP251",149.787200113778,-0.672298169503318,0.300359584950532,-2.23831102181754,0.0252007798611992,0.184860847841545,"Not"
"MPZL1",5170.66200548052,0.430612059010584,0.192404575156039,2.23805519521228,0.025217455964198,0.184907331883443,"Not"
"DAG1",16941.544534225,0.324144840480578,0.144848025536664,2.23782712453012,0.0252323308448631,0.184940575749808,"Not"
"PKHD1L1",11.8209756212571,0.95669030044792,0.427626355701835,2.23721079791204,0.0252725659632921,0.185159594300498,"Not"
"HRCT1",44.9338418352348,0.772331937920647,0.345267003497459,2.23691210019243,0.0252920855574496,0.185226723222534,"Not"
"COL17A1",5298.97024611315,-1.24844212965499,0.558207122580284,-2.23652131825931,0.0253176424626597,0.185337993369712,"Not"
"C6orf89",7011.79703887637,0.196687156358962,0.087968509056438,2.23588143608042,0.0253595386353939,0.185449799486215,"Not"
"LRRC15",1529.94613663442,0.691137127484584,0.309140344915497,2.2356743105579,0.0253731129897517,0.185449799486215,"Not"
"EGR2",471.83278241002,-0.524362145836555,0.234545222497493,-2.23565477161727,0.0253743938348674,0.185449799486215,"Not"
"RNPC3",398.782870774059,-0.460473085680049,0.205963369107298,-2.23570379371762,0.0253711803725986,0.185449799486215,"Not"
"IER3IP1",1874.62023376111,-0.285008571903976,0.127502713842057,-2.235313769533,0.0253967567115757,0.185537417087345,"Not"
"ATP2B3",8.60552136983572,-1.22622849544593,0.548657743759842,-2.2349607007145,0.0254199288917653,0.185630873132025,"Not"
"BUB3",3354.47945993556,-0.189899592124204,0.0849738592841264,-2.23480013411228,0.0254304730526404,0.185632073499355,"Not"
"PHF2",2179.04716239051,0.278592728421329,0.124673152840685,2.23458476884219,0.0254446216995675,0.18564128756072,"Not"
"F2RL3",73.4362922116911,-0.592351766855154,0.265097810305317,-2.23446495530436,0.0254524959236684,0.18564128756072,"Not"
"ANKRD36",102.572356176728,-0.482158115579359,0.21582229667852,-2.23405145343979,0.0254796877340104,0.185763854641272,"Not"
"CNR1",137.048984516731,1.17739499395991,0.52707687286297,2.23382025389304,0.0254949023285377,0.185799035551576,"Not"
"ACVR1C",123.452614240322,-0.669749214386531,0.299862835292908,-2.23351858102827,0.0255147663937322,0.185868057916703,"Not"
"GALNT14",302.971784156432,-0.978165674233681,0.437981686379335,-2.23334834458465,0.0255259817557958,0.185874046303197,"Not"
"SMYD1",17.5520274197352,0.787405208950742,0.35290432394726,2.23121439868902,0.0256669306567423,0.186824333685462,"Not"
"RPS18",98422.5210313141,-0.401820095580874,0.180112008098911,-2.23094562001779,0.0256847313590618,0.186877841995712,"Not"
"BDH2",668.915453371711,-0.375794459466431,0.168484547246198,-2.23043872929962,0.0257183308304792,0.187046209260793,"Not"
"COA5",1150.67127113711,-0.243015808766019,0.108974301371986,-2.23002860038055,0.0257455442202276,0.187168013347378,"Not"
"FCRLA",7085.12816565166,0.785996564317902,0.3525255720032,2.22961574064411,0.0257729639586271,0.187274350232306,"Not"
"TEX12",1.96310789652825,-0.883159275229433,0.396125593896742,-2.22949309218239,0.0257811144191421,0.187274350232306,"Not"
"LANCL2",1926.67482676593,0.243300360410909,0.109175650042459,2.22852220542116,0.0258457122669602,0.187545735523537,"Not"
"CRLS1",52.6498556212992,-0.395080581937789,0.177284077246521,-2.22851701108168,0.0258460582478621,0.187545735523537,"Not"
"IL20RA",88.5736541171239,-1.14100858635552,0.512016906212518,-2.22845881163528,0.0258499350293848,0.187545735523537,"Not"
"ANKRD52",5935.06129942346,0.30869816468124,0.138624794660139,2.22686111411788,0.0259565574094345,0.188059850718076,"Not"
"LSM14B",3474.20383013825,-0.221207619255692,0.0993250744418061,-2.22710751035275,0.0259400893939384,0.188059850718076,"Not"
"KIN",762.123781755181,-0.353220039392917,0.15861889376833,-2.22684719960795,0.0259574876622406,0.188059850718076,"Not"
"GRIN2C",101.985040390245,0.622608477785842,0.279602004089467,2.2267668638978,0.0259628590596583,0.188059850718076,"Not"
"METTL22",718.349240328905,-0.243559232832174,0.109387620859631,-2.2265703460606,0.0259760026645098,0.188078879211374,"Not"
"PET117",19.1920575882639,-0.461043276440003,0.207087267027045,-2.22632363186188,0.0259925116719354,0.18812224959162,"Not"
"TMEM104",2747.30877257474,0.322322872473123,0.14478993032361,2.22614149860229,0.0260047050320453,0.18813436278038,"Not"
"PDXP",21.1657220729965,0.557500376671852,0.250508346467231,2.22547625471944,0.026049283450783,0.188380665278529,"Not"
"KIAA1841",322.836708021132,-0.339405175168198,0.152539020819524,-2.22503837604781,0.0260786620204504,0.188516892309513,"Not"
"ALDH7A1",3566.85006854592,0.355075648310548,0.159649421788778,2.22409604953236,0.0261419826378375,0.188620221320379,"Not"
"DISP1",1138.21101198233,0.336749695516616,0.151413566338884,2.22403912449248,0.0261458120283089,0.188620221320379,"Not"
"EGLN3",1005.45636155598,-0.544244541834921,0.244727016548263,-2.22388418537187,0.0261562373559908,0.188620221320379,"Not"
"PLA2G4D",643.41683039244,-1.6121906792931,0.724794352733935,-2.22434221957152,0.026125428173875,0.188620221320379,"Not"
"LRRN1",48.1540603022839,-0.999559719045402,0.449397805082953,-2.22422029600455,0.0261336261674721,0.188620221320379,"Not"
"TBC1D30",19.8642139142309,0.577947967178021,0.259880063448679,2.22390267074932,0.0261549933489311,0.188620221320379,"Not"
"TRMT1",3215.04038689225,-0.343629984814912,0.154598081382081,-2.22273123794887,0.0262339281830429,0.188951901580966,"Not"
"RNF150",1130.85264255063,0.68109677439349,0.306407595525993,2.22284559631849,0.026226213297989,0.188951901580966,"Not"
"FRG2",1.79474502480666,-1.68333902017199,0.757292253689708,-2.22283934897045,0.0262266347081686,0.188951901580966,"Not"
"PAQR3",728.556625377211,-0.443262928950965,0.19945935954813,-2.22232203068919,0.0262615503369841,0.18907470460009,"Not"
"S100A7A",3237.8004778928,-1.76954281860783,0.796603343686888,-2.22136001892476,0.0263265867107074,0.189365353319831,"Not"
"CYP2R1",477.035837221095,-0.263016576337837,0.118408989573799,-2.22125513683157,0.0263336856243805,0.189365353319831,"Not"
"MGARP",2.64645596275895,-0.578593523197905,0.26046078645005,-2.22142277570395,0.0263223398273548,0.189365353319831,"Not"
"SPRR1B",13183.6472018156,-1.6692909259012,0.751648232494543,-2.22084061897042,0.0263617583335936,0.189445038391178,"Not"
"TSTD1",242.828040456054,-0.805262773039758,0.362603787199678,-2.2207787162364,0.0263659528380476,0.189445038391178,"Not"
"STAMBP",2251.36331410077,-0.199299383667728,0.089749403452908,-2.22062070610087,0.0263766621563061,0.189445873896939,"Not"
"SNRPA",3416.52090977432,-0.308357940630163,0.138876622329732,-2.22037327418602,0.0263934396892799,0.189490275151779,"Not"
"LYST",10265.8155388006,0.458864517641069,0.20670399590946,2.21991120985421,0.0264247954191902,0.189639262149598,"Not"
"ZNF641",838.87655364834,0.231979132431239,0.104513484885009,2.21960958135187,0.0264452813160378,0.189710152850389,"Not"
"MORN2",679.735401841033,-0.288031459867004,0.129836540594918,-2.21841600636638,0.0265264807488982,0.190180711625726,"Not"
"HOXB8",189.169079109754,-0.723200352491921,0.32601074564796,-2.21833286830632,0.0265321446827436,0.190180711625726,"Not"
"ZC3H10",405.639580876841,0.208515675222277,0.0940095435192733,2.21802667491442,0.0265530136829688,0.190254045154733,"Not"
"ZGRF1",269.174958210993,-0.434378923454938,0.195857629597729,-2.21782998368308,0.0265664269026268,0.190273920194865,"Not"
"KCNN3",123.180789803013,0.480977600232318,0.216892503186606,2.2175851777528,0.0265831294455002,0.190287349531222,"Not"
"IL20",7.74617931636674,-1.11122106130923,0.501116461254302,-2.21749063786056,0.026589582111302,0.190287349531222,"Not"
"KLF13",5086.11627569739,0.361862849628671,0.163210545369375,2.21715360860851,0.0266125965018147,0.190375870335381,"Not"
"GLI3",2941.65755253001,0.36319484971983,0.16384763412102,2.21666215486254,0.0266461867649036,0.190407694671245,"Not"
"ANAPC16",2594.23573709591,-0.204741092294741,0.0923649039562237,-2.216654633147,0.0266467011493575,0.190407694671245,"Not"
"PTAR1",2260.29219225014,0.451098414075116,0.203521506322109,2.21646558256685,0.0266596324903152,0.190407694671245,"Not"
"CDHR3",203.981991874939,-0.474825102736629,0.21421984334314,-2.21653183629701,0.0266551000198327,0.190407694671245,"Not"
"LIN7C",1107.94355073152,-0.321194375449141,0.144934450195691,-2.21613546686424,0.0266822258911271,0.190421574578409,"Not"
"CHRM2",0.955646379763727,-1.60792479636322,0.725556563361985,-2.21612604386437,0.0266828710519734,0.190421574578409,"Not"
"ZNF83",1011.4199360991,-0.49440820532042,0.223112572587436,-2.21595851630758,0.0266943433448617,0.190427457670325,"Not"
"TRIR",6494.72186175574,-0.370721713206708,0.167312277022019,-2.21574722312769,0.0267088187835801,0.190454750847507,"Not"
"TH",9.60034037088588,-1.0559314860077,0.476607223762887,-2.2155171666744,0.0267245873796605,0.190491239815802,"Not"
"TOP3A",2426.18036430709,0.201173775198088,0.0908121098502626,2.21527476379304,0.0267412109261995,0.190533791316395,"Not"
"CNTN6",12.0443280724952,0.96567191490995,0.436220316779929,2.21372521582283,0.0268476872310535,0.191216263815277,"Not"
"PPDPF",15896.5546812106,-0.51929211977449,0.234633855510819,-2.21320200635132,0.0268837218464778,0.191396688496182,"Not"
"TERF2IP",3908.92170136397,-0.23231782588736,0.104983956184208,-2.21288884827058,0.026905309719977,0.191474157991273,"Not"
"KCNG3",47.6869597081866,-0.797587791684032,0.360478217408784,-2.21258248949773,0.0269264433575285,0.191478837681512,"Not"
"GFI1B",5.8499065591004,0.800431169789937,0.361765533083296,2.21256890607552,0.0269273807184636,0.191478837681512,"Not"
"FGFR4",382.735743293635,0.683958103132394,0.309162677787619,2.21229194942555,0.0269464990082375,0.19153862808558,"Not"
"SCAMP3",9208.2089998083,0.307862407970642,0.139214140222507,2.21143058800337,0.0270060336178885,0.191657105246951,"Not"
"JCAD",557.762873557034,0.395807549457445,0.178975292865357,2.21152061337992,0.026999806036267,0.191657105246951,"Not"
"NLGN4X",187.167674602003,-0.882341029865936,0.398953204236512,-2.21164041420471,0.0269915206353903,0.191657105246951,"Not"
"HAL",611.04523116789,-1.30651040951914,0.59069165184058,-2.21183151217405,0.0269783088813251,0.191657105246951,"Not"
"PXT1",2.14091283646256,0.773226491632837,0.349705221839926,2.21108077129821,0.027030244256402,0.191752831527764,"Not"
"M6PR",4619.755275635,0.29956126420845,0.135508344339295,2.21064810192343,0.0270602150022299,0.191813271938121,"Not"
"EDA",59.8360360030897,0.676756786729607,0.306122353580989,2.21073952559482,0.027053879750741,0.191813271938121,"Not"
"TMEM140",2535.30190776372,0.39811165824149,0.180111780255398,2.2103587987247,0.0270802708581647,0.191879383529088,"Not"
"NR2F1",425.748149569035,0.750786221775153,0.339732570444875,2.20993300934323,0.0271098119143969,0.192012624268148,"Not"
"CARD8",1500.61113421496,-0.316823280699201,0.143379323425402,-2.20968597933188,0.0271269634805323,0.192058042314268,"Not"
"KMT2D",5335.54188702447,0.269857389043564,0.122150283819004,2.2092244128014,0.0271590356530703,0.192132987982401,"Not"
"TMEM179",22.5454936960479,1.10843256072276,0.501702396665678,2.20934276592941,0.0271508087106748,0.192132987982401,"Not"
"SNRNP70",12474.4433928452,-0.282124450352765,0.127745758093227,-2.20848390243121,0.0272105587416473,0.192421365178181,"Not"
"TGFBR2",5289.23860883969,0.420856965064488,0.190587641992986,2.20820699948624,0.0272298466986182,0.192474579534589,"Not"
"ZBTB4",4686.41872967442,0.234627774808522,0.106259358707935,2.20806691910705,0.0272396086335296,0.192474579534589,"Not"
"ENPP5",117.860979779655,1.03892268865499,0.470871710908544,2.20638162069747,0.0273572908065374,0.193229774401309,"Not"
"FKBP4",6348.10864565378,0.328300670266675,0.148831284042688,2.20585794430498,0.027393947658448,0.193412301588505,"Not"
"PRELID3B",2894.84214271572,-0.344652267190877,0.156293137273304,-2.20516571107148,0.0274424683557277,0.193463789997342,"Not"
"NAGK",3943.92884892254,-0.301176648361403,0.136603237881689,-2.2047548288881,0.0274713033662903,0.193463789997342,"Not"
"TSPYL1",2077.57526877186,0.276569242139766,0.125414740731186,2.20523712386063,0.0274374593923881,0.193463789997342,"Not"
"TTC28",1223.53906547407,0.442007466567871,0.20042508587377,2.20535001714433,0.027429542555337,0.193463789997342,"Not"
"PELO",1257.58799807005,0.220893074134305,0.100207067429112,2.20436621688953,0.0274985995399934,0.193463789997342,"Not"
"SLC43A1",788.108403849473,-0.457843736062551,0.207670069049144,-2.20466886806979,0.0274773392548158,0.193463789997342,"Not"
"CYP51A1",116.941874248599,0.478799821022472,0.217156929605456,2.20485628477242,0.0274641809363991,0.193463789997342,"Not"
"NBPF20",102.019360164917,-0.301499300110107,0.136772698160849,-2.20438219150677,0.0274974770191922,0.193463789997342,"Not"
"OR8D1",1.88526634724961,1.75691758636126,0.796849757986548,2.20482916478581,0.02746608466407,0.193463789997342,"Not"
"PIK3C3",2027.43370960788,0.25865465830707,0.117363245421733,2.20388126945213,0.0275326951438266,0.193475332004792,"Not"
"MTAP",1688.8027421692,-0.514290526761407,0.233349722275807,-2.20394745597144,0.0275280395652451,0.193475332004792,"Not"
"DUSP28",182.148981766615,-0.22439488482274,0.10180976639436,-2.20406050195172,0.0275200894492368,0.193475332004792,"Not"
"OCM",3.08916993953159,-0.772197826986264,0.350458337378013,-2.20339408319841,0.0275669848666235,0.193640203202944,"Not"
"APOL6",3354.89174578721,0.525805412014251,0.238788199914328,2.20197401799125,0.0276671438270031,0.193785122009172,"Not"
"THAP7",2181.22417404247,-0.347896219808191,0.158022154869292,-2.20156610379066,0.027695972481293,0.193785122009172,"Not"
"FBXL17",1004.77750430059,0.356149610932227,0.161725987089008,2.20217923750383,0.0276526500683913,0.193785122009172,"Not"
"USP42",916.322937398327,0.222244918800778,0.100945394601993,2.20163504909802,0.0276910980685107,0.193785122009172,"Not"
"ODF2L",917.31845722707,-0.438871850810814,0.19925541438316,-2.20255922364489,0.027625830592451,0.193785122009172,"Not"
"CST2",288.942029480077,1.07830141739761,0.489487293601921,2.20292014009775,0.0276003778342533,0.193785122009172,"Not"
"OMA1",353.381279662198,-0.355117707103373,0.16130097631121,-2.20158436250391,0.0276946815236546,0.193785122009172,"Not"
"OSBPL6",372.2343740913,-0.588690231083303,0.267380446407004,-2.2016951463504,0.0276868498141084,0.193785122009172,"Not"
"MACROH2A2",338.994163655466,-0.572307993728492,0.259853707999881,-2.20242381043396,0.0276353855022201,0.193785122009172,"Not"
"PCDHGB6",91.9887824404381,0.685782947468783,0.311441775644967,2.20196197523146,0.0276679945580457,0.193785122009172,"Not"
"RUNDC3A",270.086059136612,-0.712913551134852,0.323901085837549,-2.20102241797488,0.0277344368382328,0.193978360741085,"Not"
"C5orf52",1.15224369590936,1.11247078107914,0.505499427396831,2.20073598660246,0.0277547196334132,0.194044333824848,"Not"
"EPGN",262.915502704326,-1.387283538962,0.63069889549306,-2.19959722281971,0.0278354844039742,0.194532943759544,"Not"
"KCTD2",3165.17184469228,0.224759767997177,0.102199826246663,2.19921869000747,0.0278623759980588,0.194644817323939,"Not"
"DPYSL2",6735.23251767456,0.485076754540544,0.22067261586324,2.1981737636226,0.027936725575514,0.194875061620011,"Not"
"CEBPG",1548.73126833595,-0.251561143948437,0.114454846903006,-2.19790730366902,0.0279557123285859,0.194875061620011,"Not"
"CLEC12A",62.0246311389887,0.734224064421455,0.334023171781495,2.19812314368943,0.0279403316715997,0.194875061620011,"Not"
"FAM110C",210.812681343769,-1.11983730690826,0.50951787465719,-2.19783713704195,0.0279607139407822,0.194875061620011,"Not"
"SGK2",36.1029352576718,-0.673574278067789,0.306389987832405,-2.19842130884588,0.0279190965642217,0.194875061620011,"Not"
"TEX49",0.619223694150336,-1.55057589067272,0.705342188357677,-2.198331414548,0.0279254973057463,0.194875061620011,"Not"
"KLK2",22.9320678893389,-1.0913329221287,0.496615837144499,-2.19753950740632,0.0279819381306091,0.194945502119189,"Not"
"C20orf203",1.96330520064232,-1.17440908013816,0.534456426739456,-2.19738976159918,0.0279926218654707,0.194945502119189,"Not"
"RAB22A",2985.64041665286,-0.273847349937788,0.124691546893626,-2.19619819274042,0.0280777606829485,0.195462309090639,"Not"
"CLK2",2504.96009065486,-0.289687491204846,0.131931476684984,-2.19574205097802,0.0281104115018332,0.195613462762173,"Not"
"TRIM32",1465.69362459541,0.324450560939807,0.147788667622617,2.19536833343881,0.0281371867433866,0.195723628050846,"Not"
"BRDT",0.555125295228985,-1.14284291407797,0.520655129840044,-2.19500941905456,0.0281629220910588,0.195826476934874,"Not"
"ZNF410",16.7208416700363,-0.427556068390788,0.194805265052966,-2.1947870262877,0.028178878564256,0.195861276425633,"Not"
"MLIP",588.898614830128,1.02114416002102,0.465350943796893,2.19435282904834,0.0282100542657482,0.196001791176628,"Not"
"RAB14",4949.42018631455,0.235086490002527,0.107208494283173,2.19279723658449,0.0283219911385988,0.196703102727262,"Not"
"UBE2D1",597.318640218033,-0.270736757981638,0.123496796287992,-2.19225733880809,0.0283609303036828,0.196897079794668,"Not"
"KRTAP5-7",1.17521606921349,-1.25452777303799,0.572481011228785,-2.19138757169472,0.0284237577121997,0.197256687204105,"Not"
"WDR81",6053.71958942128,0.334647215331396,0.152725522627002,2.19116758990373,0.0284396670260058,0.197290537274277,"Not"
"ITGB4",4684.33479046631,-0.812137209019902,0.370808648292543,-2.19017871551685,0.0285112782401954,0.197680364668039,"Not"
"MRPL30",1684.17353686827,-0.190460814337722,0.0869649756192138,-2.1900864455097,0.0285179680632711,0.197680364668039,"Not"
"RPS2",72415.7596204387,-0.409747132620641,0.187266372948762,-2.18804436786284,0.0286663706337341,0.198152997487636,"Not"
"CAPZA1",6805.00531580226,-0.284625039459759,0.130077082292811,-2.18812595149583,0.0286604290306217,0.198152997487636,"Not"
"MIDEAS",2465.9977363666,0.22369353736935,0.102234098152232,2.18805214123626,0.0286658044658922,0.198152997487636,"Not"
"PURA",1626.80379563472,0.312401961091911,0.142780363233925,2.18798967880537,0.028670354142553,0.198152997487636,"Not"
"PYCARD",2429.58087220952,-0.632197035703011,0.288947478540549,-2.18793061941979,0.0286746565180608,0.198152997487636,"Not"
"ARL10",766.852655044631,0.421048185439112,0.192398621355559,2.18841581333892,0.0286393274417521,0.198152997487636,"Not"
"KLC1",1125.37757682867,-0.279523075856162,0.127756935590353,-2.18792877713067,0.0286747907346232,0.198152997487636,"Not"
"MTARC1",86.6925471440013,-0.781139523849603,0.356969648683443,-2.18825193326817,0.0286512560666531,0.198152997487636,"Not"
"IARS1",6468.93238428043,0.316303744486274,0.144746348287851,2.18522780179058,0.0288721480190358,0.199132084524657,"Not"
"CXCL14",4736.6059812409,-0.959879152485879,0.439198790366129,-2.18552321532055,0.0288505056748276,0.199132084524657,"Not"
"ZBTB48",995.812296557882,-0.261486041555924,0.119654132746862,-2.18534901848413,0.0288632658505,0.199132084524657,"Not"
"SYCP2",281.742767373369,-0.675081149839723,0.30891866335729,-2.18530386770105,0.0288665740048642,0.199132084524657,"Not"
"DET1",62.2415818136179,-0.521491908852835,0.238601373641064,-2.18561989352724,0.0288434259492568,0.199132084524657,"Not"
"ASB4",182.902803698052,-1.27259812869866,0.58246517303766,-2.18484844692402,0.0288999605022926,0.199247067703547,"Not"
"DAGLA",787.572211067142,0.617083459652722,0.282487709543609,2.18446126611912,0.0289283705259875,0.199366080341719,"Not"
"IL23A",56.5913211455772,-0.413934924550524,0.189557059769403,-2.18369563789434,0.0289846205294623,0.199552017231251,"Not"
"CENPS",46.0210321224483,-0.331211669174507,0.151669609449081,-2.18377083172817,0.0289790919414066,0.199552017231251,"Not"
"NLRP12",9.603341515503,0.542423324754853,0.248403448311645,2.18363846573632,0.0289888246906056,0.199552017231251,"Not"
"STX16",3459.95013719679,-0.252428443786501,0.115657330993388,-2.18255463461224,0.0290686236878296,0.199646286923991,"Not"
"SLC10A7",293.106963106074,-0.229967134796617,0.105336468484067,-2.18316731238623,0.0290234909970472,0.199646286923991,"Not"
"RIMS3",522.596873372615,-0.633183923115835,0.290046481576016,-2.18304293737792,0.0290326481555088,0.199646286923991,"Not"
"CNPY2",196.087905488459,-0.3409253991576,0.156190909376625,-2.1827480262345,0.0290543710428514,0.199646286923991,"Not"
"CTF1",122.988269572846,0.670949254181145,0.307396526777872,2.18268326325619,0.0290591432980099,0.199646286923991,"Not"
"AGAP6",11.9947771581599,-0.63394768589918,0.290462894866004,-2.18254275194645,0.0290694996169801,0.199646286923991,"Not"
"RC3H2",2158.08024124353,0.281054371277736,0.128799907187833,2.18210072828597,0.0291020994771935,0.19965418977804,"Not"
"TMEM154",576.866798252738,-0.821279118886656,0.376375630015187,-2.18207304987711,0.0291041418447411,0.19965418977804,"Not"
"NECAB1",130.803282108181,-0.632076177501182,0.289630233317694,-2.18235565486653,0.0290832944487996,0.19965418977804,"Not"
"BNC1",305.855119274366,-1.10531298162334,0.506620369997501,-2.18173813585268,0.0291288646600061,0.199747168550441,"Not"
"IGIP",475.707442446766,0.417622843881021,0.191504949205936,2.18074178037001,0.0292025209121747,0.200175501722243,"Not"
"FCGR2B",434.919298233737,0.501365859701947,0.229924335260072,2.18056892122725,0.0292153159423978,0.200186479047449,"Not"
"ATP8B2",6570.63651575193,0.297568776380516,0.136543267531858,2.17930024496512,0.0293093710468683,0.200490635883853,"Not"
"APBA2",1341.69100251805,0.695345719105858,0.319080938318153,2.17921422310892,0.0293157578190715,0.200490635883853,"Not"
"DNAJC18",523.797702348126,0.305057607652563,0.139977497434736,2.17933320171547,0.029306924459693,0.200490635883853,"Not"
"PVALB",6.79944388618604,-0.966385577420387,0.443351773142306,-2.17972642935658,0.0292777462482654,0.200490635883853,"Not"
"TMEM262",3.6718192225956,-0.54617390653831,0.250617514730569,-2.17931259563197,0.0293084541584833,0.200490635883853,"Not"
"ANKRD49",367.035519672322,-0.364353622900482,0.167227500334127,-2.17879010433386,0.0293472644177758,0.200629387174122,"Not"
"CBY2",4.27096412582779,1.40880444257659,0.64666814189711,2.17855860108343,0.0293644744348489,0.200670332744684,"Not"
"FAM126B",605.792320873881,-0.313863530218704,0.144122363802849,-2.17775730245481,0.0294241102556358,0.201001064863174,"Not"
"PHACTR2",663.980191740239,0.496990651651867,0.22833138818507,2.17661993649791,0.0295089364177192,0.201503558188045,"Not"
"KIF3A",996.938516567069,0.341603061165111,0.157007387376811,2.17571330159948,0.0295767049546304,0.201784188697829,"Not"
"SLC25A28",1493.41522142572,-0.340714010227658,0.156616517429943,-2.17546664821011,0.0295951647816152,0.201784188697829,"Not"
"SHANK2",41.7658767288787,-0.817358800245735,0.375708388220203,-2.17551384497351,0.0295916317544423,0.201784188697829,"Not"
"H2AC20",46.8026429012784,-0.6557290305656,0.301408505161156,-2.17554919432349,0.0295889858314683,0.201784188697829,"Not"
"NUP133",2782.15340971346,0.272189063176777,0.125129984056904,2.17525052231284,0.0296113480398084,0.201817587021316,"Not"
"ARL5A",991.434239574424,-0.325921686819709,0.149859611158186,-2.17484674023129,0.0296416031689597,0.201874196763285,"Not"
"AL121753.1",8.08691627586552,0.525332010378411,0.241549908028025,2.17483837881429,0.0296422299653537,0.201874196763285,"Not"
"DUSP3",8065.43610231977,0.296540754308596,0.136376738264643,2.17442327835375,0.029673361448232,0.201962024600319,"Not"
"NFE2",87.5507198360418,-0.767501175680265,0.352977108253697,-2.17436529943079,0.0296777119575955,0.201962024600319,"Not"
"RHOQ",6844.93715259739,-0.386675332364118,0.177891963344197,-2.17365262092225,0.029731233362514,0.202249287734957,"Not"
"RPL9",17152.1516458818,-0.368036214115131,0.169357536014294,-2.17313160533977,0.0297704135814654,0.202438812353964,"Not"
"NME3",1961.7270092324,-0.408474244887328,0.188004907745372,-2.17267862730771,0.0298045134656133,0.202439771674526,"Not"
"CHCHD4",767.898650578272,0.213397452654983,0.0982145189058505,2.17276890456031,0.029797714776021,0.202439771674526,"Not"
"ANKDD1A",431.059048585997,-0.332464019432859,0.153001097242514,-2.17295186390649,0.0297839403800563,0.202439771674526,"Not"
"KCNJ15",149.014681678873,-0.760107017823075,0.349927964166102,-2.17218140777761,0.0298419824772183,0.202617317624363,"Not"
"PLEKHG4",2351.98825901389,-0.45487735776166,0.209464335512365,-2.17162199306625,0.0298841867419766,0.202683182169183,"Not"
"WDR48",2056.46844860194,0.233969948810074,0.107740704755634,2.17160217524787,0.0298856828103408,0.202683182169183,"Not"
"SRCIN1",548.679799602268,-0.556948736303495,0.25646239372182,-2.17165849628467,0.0298814312433827,0.202683182169183,"Not"
"RPL6",31292.4214474873,-0.269549850812824,0.12418083485837,-2.17062360001243,0.0299596366331653,0.202975552648117,"Not"
"POLR2J",2987.75737451568,-0.357007794151956,0.164487031426011,-2.17043125562481,0.0299741911509549,0.202975552648117,"Not"
"ASNSD1",665.049136336722,-0.236433691374822,0.108929757417882,-2.17051517399239,0.0299678403802775,0.202975552648117,"Not"
"RIPK3",149.943012140801,-0.609466875580182,0.28074882839934,-2.17086168820363,0.0299416291392671,0.202975552648117,"Not"
"DDC",3.6861931257666,-0.815936324402212,0.376150179312287,-2.16917701832279,0.0300692472119548,0.203542171513475,"Not"
"DDX47",34.1890214992798,-0.473239743499238,0.218204561147617,-2.16878941948004,0.0300986748841544,0.203664283627778,"Not"
"RPL37A",51686.7387877325,-0.362969280959235,0.167400248889835,-2.1682720507668,0.0301379936423506,0.203853206618683,"Not"
"ATP5MF",2184.59409571399,-0.346024603592825,0.159623258643811,-2.16775804812354,0.0301771002899851,0.204040552584534,"Not"
"DCAF1",1724.43636129389,0.205224575958823,0.0946900162270677,2.16733066627312,0.0302096497989235,0.204183438021144,"Not"
"ZFYVE1",2736.11960738522,0.264083575409845,0.121863520876682,2.16704370192193,0.0302315220008196,0.204190969206074,"Not"
"C1D",472.187939824217,-0.266980170601419,0.123201727166379,-2.16701645944357,0.0302335991085711,0.204190969206074,"Not"
"ADAD2",5.52400950843413,-0.84997085098081,0.392309394943775,-2.16658296216084,0.0302666676926735,0.204337140436305,"Not"
"SPATA1",15.1268997619347,-0.462730034804737,0.213661873711425,-2.16571177050383,0.030333219024224,0.204709165671405,"Not"
"SNX18",1971.297845864,0.313291152181427,0.144682681843794,2.16536732792713,0.0303595660471494,0.204809686604006,"Not"
"SRSF7",4723.88166527832,-0.203942764607185,0.0942042975078345,-2.16489873607119,0.0303954410338843,0.204951429672154,"Not"
